Time;[0,1[;[1,2[;[2,3[;[3,4[;[4,5[;[5,6[;[6,7[;[7,100[
1648684800;3772;3375;1637;727;361;183;170;98
1648771200;1380117;1182505;538391;232397;114372;65391;42019;17087
