Time;[0,1[;[1,2[;[2,3[;[3,4[;[4,5[;[5,6[;[6,7[;[7,100[
1646006400;1293;1335;686;268;124;67;47;18
1646092800;1031569;981129;456002;182064;87631;52608;35904;15115
