1
1
1
1
3
2
6
1
3
3
1
4
2
1
2
4
5
2
1
4
1
2
3
1
1
7
3
2
1
2
2
6
5
7
1
2
2
1
1
1
2
4
6
1
4
2
1
1
1
1
1
2
5
1
4
1
1
2
1
1
3
4
1
2
2
6
4
1
2
2
1
2
1
4
1
12
2
10
3
1
1
4
6
1
4
10
1
11
10
